date,channel,campaign,ad_set,product_focus,spend,impressions,clicks,platform_reported_revenue,platform_reported_conversions
2026-04-26,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,260.13,20195,340,495.8,12
2026-04-27,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,19.18,2285,44,47.35,1
2026-04-28,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,36.44,2870,33,95.89,2
2026-04-29,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,359.13,32277,262,640.34,15
2026-04-30,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,115.54,10093,129,381.01,9
2026-05-01,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,213.11,19390,325,501.64,12
2026-05-02,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,122.78,10552,150,241.91,6
2026-05-03,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,191.62,16519,312,502.8,12
2026-05-04,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,92.4,8947,143,235.07,6
2026-05-05,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,28.42,2879,48,65.31,2
2026-05-06,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,87.88,11688,145,222.04,5
2026-05-07,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,115.82,11036,98,290.62,7
2026-05-08,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,192.8,19643,222,438.33,10
2026-05-09,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,40.69,4322,78,74.3,2
2026-05-10,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,170.91,24080,419,327.15,8
2026-05-11,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,22.89,2463,33,41.86,1
2026-05-12,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,57.93,5588,93,106.65,3
2026-05-13,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,174.92,14371,148,369.7,9
2026-05-14,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,101.79,9339,90,254.3,6
2026-05-15,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,89.1,10765,156,258.24,6
2026-05-16,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,93.76,8409,162,278.43,7
2026-05-17,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,316.47,25405,349,722.6,17
2026-05-18,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,162.55,15770,147,373.24,9
2026-05-19,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,231.71,18762,155,522.68,12
2026-05-20,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,96.29,11544,145,275.03,7
2026-05-21,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,30.17,4119,47,65.41,2
2026-05-22,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,170.71,13818,204,481.25,11
2026-05-23,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,94.27,10188,201,178.68,4
2026-05-24,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,198.98,16956,139,396.51,9
2026-05-25,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,176.9,19090,306,505.23,12
2026-05-26,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,187.83,19506,211,460.47,11
2026-05-27,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,29.9,3221,61,91.24,2
2026-05-28,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,115.87,14603,146,221.51,5
2026-05-29,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,86.49,10204,138,198.15,5
2026-05-30,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU012,20.33,1818,33,47.94,1
2026-05-31,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,12.66,1174,15,6.33,0
2026-06-01,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,79.39,6537,75,143.48,3
2026-06-02,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,34.08,3665,38,87.86,2
2026-06-03,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,63.23,7449,119,179.37,4
2026-06-04,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,101.77,8205,87,286.23,7
2026-06-05,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,43.59,5540,105,117.05,3
2026-06-06,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,12.2,1155,11,6.98,0
2026-06-07,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,133.68,11788,158,359.52,9
2026-06-08,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU012,40.49,3537,70,108.74,3
2026-06-09,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,19.15,1671,20,15.99,0
2026-06-10,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,70.5,5841,60,176.76,4
2026-06-11,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,167.44,13559,202,362.41,9
2026-06-12,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,23.37,3223,28,38.73,1
2026-06-13,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,44.29,4483,89,82.98,2
2026-06-14,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,33.81,3005,59,62.42,1
2026-06-15,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,176.42,24276,369,306.48,7
2026-06-16,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,171.17,14487,203,473.1,11
2026-06-17,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,65.61,8950,143,131.52,3
2026-06-18,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,301.38,33956,459,607.88,14
2026-06-19,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,140.91,14661,207,320.29,8
2026-06-20,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,17.64,1858,19,10.17,0
2026-06-21,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,78.7,7644,119,148.15,4
2026-06-22,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,27.3,2242,22,81.28,2
2026-06-23,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,125.81,10023,193,303.41,7
2026-06-24,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,62.74,4934,59,160.55,4
2026-06-25,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,114.81,10848,175,323.24,8
2026-06-26,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,15.74,1457,26,7.93,0
2026-06-27,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,67.89,8015,106,138.55,3
2026-06-28,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,132.57,11332,112,323.28,8
2026-06-29,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,97.51,7958,86,209.72,5
2026-06-30,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU012,53.28,4818,85,104.65,2
2026-07-01,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,37.67,3374,62,91.06,2
2026-07-02,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,12.46,1231,12,4.21,0
2026-07-03,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,60.69,5223,77,157.29,4
2026-07-04,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU012,221.01,25672,286,439.91,10
2026-07-05,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,130.32,13080,169,273.48,7
2026-07-06,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,193.49,20172,325,364.13,9
2026-07-07,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,16.08,1842,25,39.22,1
2026-07-08,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,86.98,8572,122,225.36,5
2026-07-09,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,74.99,8877,171,156.2,4
2026-07-10,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,390.68,44268,807,758.32,18
2026-07-11,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,21.32,1722,31,74.17,2
2026-07-12,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,117.12,13643,216,362.5,9
2026-07-13,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,147.96,11863,210,385.0,9
2026-07-14,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,89.27,7695,98,150.59,4
2026-07-15,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,55.4,4606,68,128.52,3
2026-07-16,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,126.38,10324,92,256.46,6
2026-07-17,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,17.38,2451,33,6.15,0
2026-07-18,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,39.55,5288,72,127.45,3
2026-07-19,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,77.9,8413,144,147.91,4
2026-07-20,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,65.41,5495,107,131.87,3
2026-07-21,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,24.68,1996,21,68.88,2
2026-07-22,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,51.33,6818,79,112.96,3
2026-07-23,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,107.34,8906,84,206.12,5
2026-07-24,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,201.33,27421,313,422.92,10
2026-07-25,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,140.46,16736,135,242.18,6
2026-07-26,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,100.27,10255,160,337.73,8
2026-07-27,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,23.91,2041,19,53.82,1
2026-07-28,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU010,307.79,39777,649,613.79,15
2026-07-29,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,141.51,13475,139,347.45,8
2026-07-30,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,43.37,3704,64,138.99,3
2026-07-31,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,100.65,12703,234,190.79,5
2026-08-01,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,67.95,9669,163,130.45,3
2026-08-02,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU007,122.28,9631,149,263.7,6
2026-08-03,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,14.02,1364,16,7.68,0
2026-08-04,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,25.31,1969,18,65.49,2
2026-08-05,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,104.48,8350,96,187.26,4
2026-08-06,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,84.93,11851,191,179.31,4
2026-08-07,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,63.66,6872,102,149.9,4
2026-08-08,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,19.87,2293,36,36.57,1
2026-08-09,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,124.28,14601,187,235.35,6
2026-08-10,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,18.19,1751,33,18.7,0
2026-08-11,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,142.42,11554,178,342.89,8
2026-08-12,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,165.29,13688,116,293.03,7
2026-08-13,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,158.86,16960,166,317.18,8
2026-08-14,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,139.01,10759,125,323.21,8
2026-08-15,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,122.43,10852,125,301.88,7
2026-08-16,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,287.77,22472,324,549.03,13
2026-08-17,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,12.83,1246,14,6.69,0
2026-08-18,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,20.8,1871,29,42.79,1
2026-08-19,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU012,70.13,5643,99,180.12,4
2026-08-20,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,263.96,22419,277,544.78,13
2026-08-21,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,68.2,7827,123,176.11,4
2026-08-22,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,465.77,37005,443,960.53,23
2026-08-23,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,12.28,1734,28,4.15,0
2026-08-24,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,63.77,8315,143,165.32,4
2026-08-25,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,119.34,11494,169,298.68,7
2026-08-26,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,327.28,28986,513,586.04,14
2026-08-27,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU006,323.55,34225,400,698.22,17
2026-08-28,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU004,18.23,2057,32,18.69,0
2026-08-29,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,76.18,7478,148,122.74,3
2026-08-30,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU002,27.88,2381,41,55.17,1
2026-08-31,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU005,18.14,1958,20,8.23,0
2026-09-01,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,152.01,16590,141,351.98,8
2026-09-02,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,206.68,27865,490,423.32,10
2026-09-03,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU001,122.27,9515,81,375.45,9
2026-09-04,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,148.05,17448,139,451.82,11
2026-09-05,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,221.28,31249,469,376.9,9
2026-09-06,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,64.02,6320,81,167.05,4
2026-09-07,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,58.86,7066,140,113.32,3
2026-09-08,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU011,177.35,14910,245,396.45,9
2026-09-09,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,86.04,6816,114,206.69,5
2026-09-10,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU009,75.89,8242,124,148.01,4
2026-09-11,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,67.52,9010,157,140.81,3
2026-09-12,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU003,220.87,20756,397,561.83,13
2026-09-13,Meta Ads,Prospecting - Broad,Advantage+ Broad,SKU008,107.49,11714,124,278.91,7
2025-09-14,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,13.62,1221,11,40.26,1
2025-09-15,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,20.89,2600,24,54.6,1
2025-09-16,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,122.31,13392,158,346.53,8
2025-09-17,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,128.17,10680,159,396.5,9
2025-09-18,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU011,320.41,31640,525,849.13,20
2025-09-19,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU007,65.42,6366,124,184.58,4
2025-09-20,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,210.15,23529,430,775.58,18
2025-09-21,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,91.77,12525,159,310.22,7
2025-09-22,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,87.47,10336,202,300.49,7
2025-09-23,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,74.82,8526,79,279.06,7
2025-09-24,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,106.65,9060,132,441.45,11
2025-09-25,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU011,43.13,5186,99,149.01,4
2025-09-26,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,25.2,2458,27,67.38,2
2025-09-27,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,19.44,2085,33,8.93,0
2025-09-28,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,81.19,10565,170,207.1,5
2025-09-29,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,54.78,4430,81,132.54,3
2025-09-30,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,54.77,7600,95,141.79,3
2025-10-01,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,122.93,13318,222,441.93,11
2025-10-02,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,51.01,4792,88,136.98,3
2025-10-03,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,45.43,3884,58,151.0,4
2025-10-04,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,15.04,1587,25,61.87,1
2025-10-05,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,354.86,44858,595,1053.28,25
2025-10-06,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,110.92,12136,206,434.06,10
2025-10-07,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU002,146.04,16306,142,490.06,12
2025-10-08,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,88.88,7928,73,241.07,6
2025-10-09,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU002,33.43,4151,41,121.17,3
2025-10-10,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,90.63,7851,121,290.23,7
2025-10-11,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU012,59.99,6062,105,174.9,4
2025-10-12,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,188.13,15337,180,446.23,11
2025-10-13,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,19.33,2177,27,42.47,1
2025-10-14,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,121.09,12784,111,354.12,8
2025-10-15,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,19.24,1980,34,8.42,0
2025-10-16,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU007,87.64,10751,116,202.79,5
2025-10-17,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,142.44,18814,183,512.14,12
2025-10-18,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,44.47,5915,55,102.8,2
2025-10-19,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,15.83,2003,27,15.21,0
2025-10-20,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,11.45,994,10,8.73,0
2025-10-21,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,147.18,13297,249,450.37,11
2025-10-22,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,20.69,2544,34,77.95,2
2025-10-23,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,13.49,1293,23,59.73,1
2025-10-24,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,61.68,7957,114,161.3,4
2025-10-25,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,91.35,8400,150,215.65,5
2025-10-26,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,22.62,1886,28,73.91,2
2025-10-27,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,51.56,4500,64,157.94,4
2025-10-28,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,11.63,961,19,7.05,0
2025-10-29,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,46.09,3578,42,172.56,4
2025-10-30,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,85.73,11496,229,248.03,6
2025-10-31,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU012,11.79,1326,18,8.39,0
2025-11-01,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,39.21,5436,92,104.65,2
2025-11-02,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,38.16,5113,80,132.02,3
2025-11-03,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,22.25,1824,21,81.37,2
2025-11-04,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,159.61,18717,153,348.07,8
2025-11-05,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU010,65.7,5593,55,242.8,6
2025-11-06,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,72.9,7227,143,163.99,4
2025-11-07,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU012,26.78,2540,38,89.62,2
2025-11-08,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,122.92,17116,175,488.7,12
2025-11-09,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU007,59.7,6575,56,174.55,4
2025-11-10,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,96.66,8642,152,404.34,10
2025-11-11,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,16.31,1349,24,17.83,0
2025-11-12,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,15.78,2224,19,53.88,1
2025-11-13,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,137.03,16535,222,373.78,9
2025-11-14,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,76.94,9326,84,228.62,5
2025-11-15,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,101.81,12591,189,319.96,8
2025-11-16,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU012,16.95,2400,43,14.63,0
2025-11-17,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,101.98,14542,213,456.66,11
2025-11-18,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,76.25,7124,111,265.29,6
2025-11-19,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,89.98,11322,131,337.78,8
2025-11-20,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,12.47,1052,15,10.42,0
2025-11-21,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,18.87,1880,19,15.26,0
2025-11-22,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU011,89.86,6938,125,203.98,5
2025-11-23,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU002,127.7,12562,200,309.66,7
2025-11-24,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,316.27,36890,574,782.39,19
2025-11-25,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,244.5,19675,392,814.74,19
2025-11-26,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,135.27,11652,134,570.92,14
2025-11-27,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,133.65,16220,137,356.75,8
2025-11-28,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,365.97,28244,491,1209.97,29
2025-11-29,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,416.8,45654,458,1164.21,28
2025-11-30,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,212.13,24547,348,486.04,12
2025-12-01,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,428.19,36919,711,1143.41,27
2025-12-02,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU007,407.98,43166,582,1065.81,25
2025-12-03,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,14.42,1382,14,15.5,0
2025-12-04,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,156.11,12903,206,512.65,12
2025-12-05,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,290.47,37326,546,816.52,19
2025-12-06,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,38.48,5180,66,140.9,3
2025-12-07,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,177.16,14391,193,397.76,9
2025-12-08,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,79.01,6125,84,283.75,7
2025-12-09,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,19.07,1470,20,7.74,0
2025-12-10,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,94.35,7902,154,271.84,6
2025-12-11,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU002,65.62,6220,70,244.36,6
2025-12-12,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,153.56,15188,260,428.38,10
2025-12-13,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU009,211.13,21816,430,741.41,18
2025-12-14,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,152.69,12580,178,611.3,15
2025-12-15,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,127.04,14873,221,306.36,7
2025-12-16,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU005,49.72,6133,110,213.21,5
2025-12-17,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,61.97,6200,123,251.42,6
2025-12-18,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU006,88.39,10744,152,321.17,8
2025-12-19,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,151.85,12977,184,370.78,9
2025-12-20,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU004,249.39,25624,469,588.66,14
2025-12-21,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,14.55,1459,22,39.82,1
2025-12-22,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU001,87.55,8301,127,219.4,5
2025-12-23,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,15.02,1599,17,12.2,0
2025-12-24,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU003,30.46,2517,42,132.42,3
2025-12-25,Meta Ads,Prospecting - Lookalike 1%,LAL 1% Purchasers,SKU008,16.46,2018,34,6.9,0
