customer_id,first_order_date,acquisition_channel,acquisition_campaign,region,device
CUST003596,2026-01-24,Google Ads,Search - Nonbrand Skincare,South,Tablet
CUST003597,2026-01-24,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST003598,2026-01-24,Organic Search,(organic),Midwest,Desktop
CUST003599,2026-01-24,Google Ads,PMax - Skincare Prospecting,Midwest,Desktop
CUST003600,2026-01-24,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003601,2026-01-24,Organic Social,(organic social),South,Mobile
CUST003602,2026-01-24,Unattributed,(not set),West,Mobile
CUST003603,2026-01-24,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003604,2026-01-24,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003605,2026-01-24,Email/SMS,Flow - Abandoned Cart,West,Tablet
CUST003606,2026-01-24,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003607,2026-01-24,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST003608,2026-01-24,Organic Social,(organic social),West,Desktop
CUST003609,2026-01-24,Organic Social,(organic social),West,Mobile
CUST003610,2026-01-24,Google Ads,Search - Brand,South,Mobile
CUST003611,2026-01-24,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003612,2026-01-24,Google Ads,Search - Brand,South,Desktop
CUST003613,2026-01-24,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST003614,2026-01-24,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003615,2026-01-24,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003616,2026-01-24,Meta Ads,Retargeting - Cart Abandon,South,Desktop
CUST003617,2026-01-24,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST003618,2026-01-24,Google Ads,Search - Nonbrand Skincare,West,Desktop
CUST003619,2026-01-24,Google Ads,Shopping - Bestsellers,West,Mobile
CUST003620,2026-01-24,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003621,2026-01-24,Organic Search,(organic),West,Mobile
CUST003622,2026-01-24,Email/SMS,Campaign - Monthly Newsletter,South,Mobile
CUST003623,2026-01-24,Direct,(direct),South,Tablet
CUST003624,2026-01-24,Organic Search,(organic),Northeast,Mobile
CUST003625,2026-01-25,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003626,2026-01-25,Unattributed,(not set),Northeast,Mobile
CUST003627,2026-01-25,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003628,2026-01-25,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003629,2026-01-25,Direct,(direct),South,Desktop
CUST003630,2026-01-25,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003631,2026-01-25,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST003632,2026-01-25,Meta Ads,Prospecting - Broad,West,Mobile
CUST003633,2026-01-25,Organic Search,(organic),South,Mobile
CUST003634,2026-01-25,Organic Social,(organic social),Midwest,Mobile
CUST003635,2026-01-25,Organic Search,(organic),Midwest,Desktop
CUST003636,2026-01-25,Meta Ads,Retargeting - Engaged 30d,South,Tablet
CUST003637,2026-01-25,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003638,2026-01-25,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003639,2026-01-25,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003640,2026-01-25,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003641,2026-01-25,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST003642,2026-01-25,Organic Search,(organic),South,Mobile
CUST003643,2026-01-25,Meta Ads,Prospecting - Broad,West,Mobile
CUST003644,2026-01-25,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003645,2026-01-25,Organic Search,(organic),West,Mobile
CUST003646,2026-01-25,Organic Search,(organic),Midwest,Mobile
CUST003647,2026-01-25,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST003648,2026-01-25,Direct,(direct),Northeast,Mobile
CUST003649,2026-01-25,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003650,2026-01-25,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003651,2026-01-25,Google Ads,Search - Nonbrand Skincare,Northeast,Mobile
CUST003652,2026-01-26,Google Ads,Search - Brand,Midwest,Mobile
CUST003653,2026-01-26,Meta Ads,Prospecting - Broad,South,Mobile
CUST003654,2026-01-26,Meta Ads,Retargeting - Engaged 30d,Midwest,Desktop
CUST003655,2026-01-26,Organic Search,(organic),Northeast,Mobile
CUST003656,2026-01-26,Google Ads,Shopping - Bestsellers,Northeast,Desktop
CUST003657,2026-01-26,Email/SMS,Flow - Welcome Series,West,Desktop
CUST003658,2026-01-26,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003659,2026-01-26,Organic Search,(organic),West,Desktop
CUST003660,2026-01-26,Organic Search,(organic),West,Mobile
CUST003661,2026-01-26,Google Ads,Shopping - Bestsellers,Northeast,Mobile
CUST003662,2026-01-26,Organic Search,(organic),South,Mobile
CUST003663,2026-01-26,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003664,2026-01-26,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST003665,2026-01-26,Meta Ads,Retargeting - Cart Abandon,Northeast,Desktop
CUST003666,2026-01-26,Organic Search,(organic),South,Mobile
CUST003667,2026-01-26,Meta Ads,Prospecting - Broad,South,Desktop
CUST003668,2026-01-26,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003669,2026-01-27,Organic Social,(organic social),West,Mobile
CUST003670,2026-01-27,Meta Ads,Prospecting - Lookalike 1%,West,Tablet
CUST003671,2026-01-27,Google Ads,Search - Brand,South,Desktop
CUST003672,2026-01-27,Organic Search,(organic),West,Mobile
CUST003673,2026-01-27,Google Ads,Search - Nonbrand Skincare,Midwest,Desktop
CUST003674,2026-01-27,Organic Search,(organic),South,Desktop
CUST003675,2026-01-27,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003676,2026-01-27,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003677,2026-01-27,Organic Search,(organic),Northeast,Desktop
CUST003678,2026-01-27,Organic Social,(organic social),South,Mobile
CUST003679,2026-01-27,Organic Search,(organic),West,Tablet
CUST003680,2026-01-27,Google Ads,Shopping - Bestsellers,Midwest,Desktop
CUST003681,2026-01-27,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST003682,2026-01-27,Organic Social,(organic social),West,Desktop
CUST003683,2026-01-27,Unattributed,(not set),West,Desktop
CUST003684,2026-01-27,Meta Ads,Prospecting - Broad,West,Mobile
CUST003685,2026-01-27,Meta Ads,Retargeting - Cart Abandon,South,Desktop
CUST003686,2026-01-27,Meta Ads,Prospecting - Broad,West,Mobile
CUST003687,2026-01-27,Organic Search,(organic),Northeast,Mobile
CUST003688,2026-01-27,Google Ads,PMax - Skincare Prospecting,Northeast,Desktop
CUST003689,2026-01-27,Google Ads,PMax - Skincare Prospecting,Northeast,Desktop
CUST003690,2026-01-27,Google Ads,Search - Brand,Midwest,Mobile
CUST003691,2026-01-28,Google Ads,Search - Brand,Midwest,Desktop
CUST003692,2026-01-28,Email/SMS,Flow - Post Purchase Winback,West,Desktop
CUST003693,2026-01-28,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003694,2026-01-28,Unattributed,(not set),West,Mobile
CUST003695,2026-01-28,Meta Ads,Retargeting - Engaged 30d,South,Desktop
CUST003696,2026-01-28,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST003697,2026-01-28,Organic Search,(organic),Midwest,Mobile
CUST003698,2026-01-28,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST003699,2026-01-28,Direct,(direct),Midwest,Mobile
CUST003700,2026-01-28,Unattributed,(not set),West,Mobile
CUST003701,2026-01-28,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003702,2026-01-28,Meta Ads,Prospecting - Lookalike 1%,Northeast,Mobile
CUST003703,2026-01-28,Direct,(direct),Midwest,Mobile
CUST003704,2026-01-28,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003705,2026-01-28,Google Ads,Shopping - Bestsellers,West,Desktop
CUST003706,2026-01-28,Meta Ads,Retargeting - Engaged 30d,Midwest,Desktop
CUST003707,2026-01-28,Email/SMS,Campaign - Monthly Newsletter,South,Mobile
CUST003708,2026-01-28,Organic Social,(organic social),South,Mobile
CUST003709,2026-01-28,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003710,2026-01-28,Meta Ads,Retargeting - Cart Abandon,Midwest,Mobile
CUST003711,2026-01-28,Direct,(direct),South,Tablet
CUST003712,2026-01-28,Google Ads,Search - Brand,Midwest,Desktop
CUST003713,2026-01-29,Organic Search,(organic),South,Tablet
CUST003714,2026-01-29,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003715,2026-01-29,Google Ads,Search - Brand,Northeast,Mobile
CUST003716,2026-01-29,Google Ads,Search - Brand,South,Mobile
CUST003717,2026-01-29,Google Ads,Search - Nonbrand Skincare,Midwest,Desktop
CUST003718,2026-01-29,Organic Search,(organic),Northeast,Desktop
CUST003719,2026-01-29,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003720,2026-01-29,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003721,2026-01-29,Google Ads,Shopping - Bestsellers,South,Mobile
CUST003722,2026-01-29,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003723,2026-01-29,Google Ads,Shopping - Bestsellers,South,Mobile
CUST003724,2026-01-29,Direct,(direct),South,Mobile
CUST003725,2026-01-29,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003726,2026-01-29,Organic Social,(organic social),Midwest,Mobile
CUST003727,2026-01-29,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003728,2026-01-29,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003729,2026-01-29,Organic Search,(organic),South,Mobile
CUST003730,2026-01-29,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003731,2026-01-29,Organic Search,(organic),Northeast,Mobile
CUST003732,2026-01-29,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003733,2026-01-29,Google Ads,Search - Brand,West,Mobile
CUST003734,2026-01-29,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST003735,2026-01-29,Organic Search,(organic),Midwest,Mobile
CUST003736,2026-01-29,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003737,2026-01-29,Direct,(direct),West,Desktop
CUST003738,2026-01-30,Direct,(direct),West,Desktop
CUST003739,2026-01-30,Organic Search,(organic),Northeast,Desktop
CUST003740,2026-01-30,Organic Social,(organic social),Midwest,Mobile
CUST003741,2026-01-30,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003742,2026-01-30,Organic Social,(organic social),West,Mobile
CUST003743,2026-01-30,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003744,2026-01-30,Direct,(direct),Northeast,Mobile
CUST003745,2026-01-30,Meta Ads,Prospecting - Lookalike 1%,Northeast,Mobile
CUST003746,2026-01-30,Organic Social,(organic social),South,Mobile
CUST003747,2026-01-30,Google Ads,Search - Brand,Northeast,Mobile
CUST003748,2026-01-30,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003749,2026-01-30,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003750,2026-01-30,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST003751,2026-01-30,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST003752,2026-01-30,Organic Search,(organic),South,Mobile
CUST003753,2026-01-30,Email/SMS,Campaign - Monthly Newsletter,South,Mobile
CUST003754,2026-01-31,Google Ads,Search - Nonbrand Skincare,Midwest,Tablet
CUST003755,2026-01-31,Organic Search,(organic),South,Tablet
CUST003756,2026-01-31,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003757,2026-01-31,Organic Search,(organic),West,Mobile
CUST003758,2026-01-31,Email/SMS,Flow - Welcome Series,Midwest,Desktop
CUST003759,2026-01-31,Organic Search,(organic),Northeast,Mobile
CUST003760,2026-01-31,Direct,(direct),Midwest,Mobile
CUST003761,2026-01-31,Direct,(direct),Northeast,Mobile
CUST003762,2026-01-31,Google Ads,Search - Brand,South,Mobile
CUST003763,2026-01-31,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003764,2026-01-31,Organic Search,(organic),Northeast,Mobile
CUST003765,2026-01-31,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003766,2026-01-31,Google Ads,Search - Nonbrand Skincare,West,Mobile
CUST003767,2026-01-31,Organic Search,(organic),Northeast,Desktop
CUST003768,2026-01-31,Organic Social,(organic social),South,Mobile
CUST003769,2026-01-31,Direct,(direct),Midwest,Mobile
CUST003770,2026-01-31,Organic Search,(organic),South,Mobile
CUST003771,2026-01-31,Meta Ads,Retargeting - Engaged 30d,West,Tablet
CUST003772,2026-01-31,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003773,2026-01-31,Google Ads,Shopping - Bestsellers,West,Desktop
CUST003774,2026-01-31,Organic Social,(organic social),South,Mobile
CUST003775,2026-01-31,Meta Ads,Prospecting - Broad,West,Desktop
CUST003776,2026-02-01,Organic Social,(organic social),West,Mobile
CUST003777,2026-02-01,Organic Search,(organic),Northeast,Mobile
CUST003778,2026-02-01,Meta Ads,Prospecting - Broad,Midwest,Mobile
CUST003779,2026-02-01,Organic Search,(organic),South,Mobile
CUST003780,2026-02-01,Meta Ads,Retargeting - Engaged 30d,West,Desktop
CUST003781,2026-02-01,Google Ads,Shopping - Bestsellers,West,Desktop
CUST003782,2026-02-01,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003783,2026-02-01,Email/SMS,Flow - Post Purchase Winback,Northeast,Desktop
CUST003784,2026-02-01,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003785,2026-02-01,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003786,2026-02-01,Email/SMS,Campaign - Monthly Newsletter,South,Desktop
CUST003787,2026-02-01,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003788,2026-02-01,Organic Search,(organic),Northeast,Mobile
CUST003789,2026-02-01,Direct,(direct),West,Mobile
CUST003790,2026-02-01,Google Ads,PMax - Skincare Prospecting,Midwest,Desktop
CUST003791,2026-02-01,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003792,2026-02-01,Organic Search,(organic),Northeast,Desktop
CUST003793,2026-02-01,Google Ads,PMax - Skincare Prospecting,West,Mobile
CUST003794,2026-02-01,Google Ads,Search - Brand,Midwest,Mobile
CUST003795,2026-02-02,Organic Search,(organic),West,Mobile
CUST003796,2026-02-02,Unattributed,(not set),Midwest,Mobile
CUST003797,2026-02-02,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003798,2026-02-02,Google Ads,Search - Brand,Midwest,Mobile
CUST003799,2026-02-02,Organic Search,(organic),Northeast,Mobile
CUST003800,2026-02-02,Google Ads,Search - Brand,South,Desktop
CUST003801,2026-02-02,Direct,(direct),Midwest,Tablet
CUST003802,2026-02-02,Google Ads,Search - Brand,South,Mobile
CUST003803,2026-02-02,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST003804,2026-02-02,Meta Ads,Prospecting - Broad,West,Desktop
CUST003805,2026-02-02,Meta Ads,Prospecting - Broad,South,Mobile
CUST003806,2026-02-02,Google Ads,Shopping - Bestsellers,South,Mobile
CUST003807,2026-02-02,Direct,(direct),Northeast,Desktop
CUST003808,2026-02-02,Organic Social,(organic social),South,Mobile
CUST003809,2026-02-02,Direct,(direct),Northeast,Mobile
CUST003810,2026-02-02,Unattributed,(not set),Midwest,Mobile
CUST003811,2026-02-02,Organic Search,(organic),Midwest,Mobile
CUST003812,2026-02-02,Google Ads,Search - Brand,South,Mobile
CUST003813,2026-02-02,Meta Ads,Retargeting - Cart Abandon,West,Mobile
CUST003814,2026-02-02,Direct,(direct),West,Desktop
CUST003815,2026-02-02,Direct,(direct),Midwest,Desktop
CUST003816,2026-02-03,Meta Ads,Prospecting - Lookalike 1%,Northeast,Tablet
CUST003817,2026-02-03,Google Ads,Search - Brand,Midwest,Mobile
CUST003818,2026-02-03,Meta Ads,Retargeting - Cart Abandon,Midwest,Mobile
CUST003819,2026-02-03,Meta Ads,Retargeting - Engaged 30d,Northeast,Tablet
CUST003820,2026-02-03,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST003821,2026-02-03,Organic Search,(organic),Midwest,Desktop
CUST003822,2026-02-03,Organic Social,(organic social),West,Mobile
CUST003823,2026-02-03,Google Ads,Search - Brand,South,Mobile
CUST003824,2026-02-03,Direct,(direct),Midwest,Mobile
CUST003825,2026-02-03,Direct,(direct),West,Desktop
CUST003826,2026-02-03,Google Ads,Shopping - Bestsellers,South,Mobile
CUST003827,2026-02-03,Meta Ads,Prospecting - Broad,West,Desktop
CUST003828,2026-02-03,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST003829,2026-02-03,Organic Search,(organic),West,Mobile
CUST003830,2026-02-03,Google Ads,Search - Brand,West,Mobile
CUST003831,2026-02-03,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003832,2026-02-03,Organic Social,(organic social),Midwest,Mobile
CUST003833,2026-02-03,Direct,(direct),Northeast,Mobile
CUST003834,2026-02-03,Direct,(direct),South,Mobile
CUST003835,2026-02-03,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003836,2026-02-03,Google Ads,Shopping - Bestsellers,West,Mobile
CUST003837,2026-02-03,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003838,2026-02-04,Google Ads,Search - Nonbrand Skincare,South,Mobile
CUST003839,2026-02-04,Unattributed,(not set),South,Mobile
CUST003840,2026-02-04,Organic Search,(organic),South,Desktop
CUST003841,2026-02-04,Google Ads,Search - Brand,West,Mobile
CUST003842,2026-02-04,Meta Ads,Retargeting - Cart Abandon,Northeast,Mobile
CUST003843,2026-02-04,Google Ads,Search - Brand,West,Mobile
CUST003844,2026-02-04,Meta Ads,Prospecting - Lookalike 1%,Midwest,Mobile
CUST003845,2026-02-04,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003846,2026-02-04,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST003847,2026-02-04,Unattributed,(not set),West,Mobile
CUST003848,2026-02-04,Organic Search,(organic),Northeast,Desktop
CUST003849,2026-02-04,Organic Social,(organic social),Midwest,Mobile
CUST003850,2026-02-04,Organic Search,(organic),South,Tablet
CUST003851,2026-02-04,Direct,(direct),Northeast,Mobile
CUST003852,2026-02-04,Google Ads,PMax - Skincare Prospecting,West,Tablet
CUST003853,2026-02-04,Meta Ads,Retargeting - Engaged 30d,Northeast,Mobile
CUST003854,2026-02-04,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003855,2026-02-05,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003856,2026-02-05,Meta Ads,Retargeting - Engaged 30d,Northeast,Desktop
CUST003857,2026-02-05,Google Ads,Search - Brand,South,Desktop
CUST003858,2026-02-05,Google Ads,Search - Brand,West,Mobile
CUST003859,2026-02-05,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003860,2026-02-05,Organic Search,(organic),South,Mobile
CUST003861,2026-02-05,Organic Social,(organic social),Northeast,Desktop
CUST003862,2026-02-05,Organic Social,(organic social),West,Mobile
CUST003863,2026-02-05,Direct,(direct),South,Desktop
CUST003864,2026-02-05,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST003865,2026-02-05,Organic Search,(organic),South,Desktop
CUST003866,2026-02-05,Meta Ads,Prospecting - Broad,South,Mobile
CUST003867,2026-02-05,Meta Ads,Retargeting - Cart Abandon,South,Desktop
CUST003868,2026-02-05,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003869,2026-02-05,Organic Search,(organic),West,Desktop
CUST003870,2026-02-05,Meta Ads,Prospecting - Lookalike 1%,South,Desktop
CUST003871,2026-02-05,Direct,(direct),Northeast,Mobile
CUST003872,2026-02-06,Organic Search,(organic),West,Mobile
CUST003873,2026-02-06,Organic Social,(organic social),West,Mobile
CUST003874,2026-02-06,Meta Ads,Retargeting - Cart Abandon,West,Desktop
CUST003875,2026-02-06,Meta Ads,Prospecting - Lookalike 1%,Midwest,Desktop
CUST003876,2026-02-06,Meta Ads,Prospecting - Broad,South,Mobile
CUST003877,2026-02-06,Organic Social,(organic social),Northeast,Mobile
CUST003878,2026-02-06,Google Ads,PMax - Skincare Prospecting,South,Tablet
CUST003879,2026-02-06,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003880,2026-02-06,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST003881,2026-02-06,Meta Ads,Retargeting - Engaged 30d,Midwest,Mobile
CUST003882,2026-02-06,Organic Search,(organic),South,Mobile
CUST003883,2026-02-06,Direct,(direct),South,Mobile
CUST003884,2026-02-06,Organic Social,(organic social),West,Desktop
CUST003885,2026-02-06,Organic Search,(organic),South,Desktop
CUST003886,2026-02-06,Google Ads,Shopping - Bestsellers,West,Mobile
CUST003887,2026-02-06,Organic Social,(organic social),West,Mobile
CUST003888,2026-02-06,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003889,2026-02-06,Direct,(direct),South,Desktop
CUST003890,2026-02-06,Google Ads,Search - Nonbrand Skincare,South,Tablet
CUST003891,2026-02-07,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003892,2026-02-07,Google Ads,Search - Brand,West,Desktop
CUST003893,2026-02-07,Direct,(direct),West,Desktop
CUST003894,2026-02-07,Meta Ads,Prospecting - Broad,West,Mobile
CUST003895,2026-02-07,Google Ads,Shopping - Bestsellers,West,Desktop
CUST003896,2026-02-07,Google Ads,Search - Nonbrand Skincare,South,Desktop
CUST003897,2026-02-07,Google Ads,Search - Nonbrand Skincare,South,Desktop
CUST003898,2026-02-07,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST003899,2026-02-07,Email/SMS,Flow - Abandoned Cart,West,Mobile
CUST003900,2026-02-07,Unattributed,(not set),South,Desktop
CUST003901,2026-02-07,Meta Ads,Prospecting - Lookalike 1%,Midwest,Desktop
CUST003902,2026-02-07,Google Ads,Search - Brand,South,Mobile
CUST003903,2026-02-07,Google Ads,Search - Brand,Northeast,Mobile
CUST003904,2026-02-07,Meta Ads,Retargeting - Cart Abandon,South,Desktop
CUST003905,2026-02-07,Google Ads,Search - Brand,Midwest,Mobile
CUST003906,2026-02-07,Organic Search,(organic),Northeast,Mobile
CUST003907,2026-02-07,Meta Ads,Prospecting - Lookalike 1%,West,Desktop
CUST003908,2026-02-07,Google Ads,PMax - Skincare Prospecting,South,Mobile
CUST003909,2026-02-07,Google Ads,Shopping - Bestsellers,Northeast,Desktop
CUST003910,2026-02-07,Organic Search,(organic),South,Mobile
CUST003911,2026-02-07,Direct,(direct),South,Mobile
CUST003912,2026-02-07,Organic Search,(organic),West,Desktop
CUST003913,2026-02-07,Organic Social,(organic social),Midwest,Desktop
CUST003914,2026-02-07,Meta Ads,Retargeting - Engaged 30d,South,Desktop
CUST003915,2026-02-07,Google Ads,Shopping - Bestsellers,Northeast,Mobile
CUST003916,2026-02-07,Direct,(direct),Midwest,Mobile
CUST003917,2026-02-07,Meta Ads,Prospecting - Lookalike 1%,Midwest,Desktop
CUST003918,2026-02-08,Google Ads,Search - Brand,West,Mobile
CUST003919,2026-02-08,Google Ads,Search - Brand,Northeast,Mobile
CUST003920,2026-02-08,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003921,2026-02-08,Meta Ads,Retargeting - Engaged 30d,Midwest,Desktop
CUST003922,2026-02-08,Organic Search,(organic),South,Mobile
CUST003923,2026-02-08,Google Ads,PMax - Skincare Prospecting,Northeast,Mobile
CUST003924,2026-02-08,Organic Social,(organic social),West,Desktop
CUST003925,2026-02-08,Meta Ads,Retargeting - Engaged 30d,South,Mobile
CUST003926,2026-02-08,Meta Ads,Retargeting - Cart Abandon,South,Mobile
CUST003927,2026-02-08,Organic Social,(organic social),South,Mobile
CUST003928,2026-02-08,Meta Ads,Prospecting - Lookalike 1%,West,Mobile
CUST003929,2026-02-08,Organic Social,(organic social),West,Desktop
CUST003930,2026-02-08,Organic Search,(organic),Midwest,Tablet
CUST003931,2026-02-08,Unattributed,(not set),West,Mobile
CUST003932,2026-02-08,Google Ads,Shopping - Bestsellers,South,Desktop
CUST003933,2026-02-08,Google Ads,Shopping - Bestsellers,Midwest,Mobile
CUST003934,2026-02-08,Direct,(direct),Midwest,Mobile
CUST003935,2026-02-08,Meta Ads,Prospecting - Broad,Northeast,Mobile
CUST003936,2026-02-08,Organic Social,(organic social),West,Mobile
CUST003937,2026-02-08,Meta Ads,Prospecting - Lookalike 1%,Northeast,Desktop
CUST003938,2026-02-08,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003939,2026-02-08,Organic Search,(organic),Midwest,Desktop
CUST003940,2026-02-08,Google Ads,Search - Brand,Midwest,Desktop
CUST003941,2026-02-08,Google Ads,Search - Nonbrand Skincare,Midwest,Mobile
CUST003942,2026-02-08,Organic Search,(organic),Midwest,Tablet
CUST003943,2026-02-08,Direct,(direct),Northeast,Mobile
CUST003944,2026-02-08,Direct,(direct),Midwest,Desktop
CUST003945,2026-02-09,Meta Ads,Retargeting - Engaged 30d,Northeast,Mobile
CUST003946,2026-02-09,Google Ads,Shopping - Bestsellers,Northeast,Tablet
CUST003947,2026-02-09,Google Ads,Search - Nonbrand Skincare,South,Tablet
CUST003948,2026-02-09,Google Ads,Search - Brand,West,Desktop
CUST003949,2026-02-09,Organic Social,(organic social),Northeast,Mobile
CUST003950,2026-02-09,Google Ads,Search - Brand,Northeast,Desktop
CUST003951,2026-02-09,Organic Search,(organic),West,Tablet
CUST003952,2026-02-09,Meta Ads,Retargeting - Engaged 30d,West,Mobile
CUST003953,2026-02-09,Unattributed,(not set),South,Desktop
CUST003954,2026-02-09,Organic Social,(organic social),West,Desktop
CUST003955,2026-02-09,Organic Search,(organic),South,Mobile
CUST003956,2026-02-09,Organic Search,(organic),West,Mobile
CUST003957,2026-02-09,Google Ads,PMax - Skincare Prospecting,West,Desktop
CUST003958,2026-02-09,Unattributed,(not set),Northeast,Mobile
CUST003959,2026-02-09,Google Ads,Shopping - Bestsellers,Northeast,Desktop
CUST003960,2026-02-09,Organic Social,(organic social),West,Desktop
CUST003961,2026-02-09,Google Ads,Shopping - Bestsellers,West,Mobile
CUST003962,2026-02-09,Organic Search,(organic),South,Desktop
CUST003963,2026-02-09,Organic Search,(organic),South,Desktop
CUST003964,2026-02-09,Meta Ads,Prospecting - Lookalike 1%,South,Mobile
CUST003965,2026-02-09,Email/SMS,Flow - Abandoned Cart,Northeast,Mobile
CUST003966,2026-02-09,Organic Search,(organic),West,Mobile
CUST003967,2026-02-09,Organic Search,(organic),West,Desktop
CUST003968,2026-02-09,Organic Social,(organic social),West,Desktop
CUST003969,2026-02-09,Unattributed,(not set),South,Tablet
CUST003970,2026-02-10,Meta Ads,Retargeting - Cart Abandon,South,Desktop
CUST003971,2026-02-10,Google Ads,PMax - Skincare Prospecting,Midwest,Mobile
CUST003972,2026-02-10,Organic Search,(organic),South,Mobile
CUST003973,2026-02-10,Google Ads,Search - Nonbrand Skincare,Northeast,Desktop
CUST003974,2026-02-10,Unattributed,(not set),Northeast,Mobile
CUST003975,2026-02-10,Google Ads,Search - Nonbrand Skincare,West,Desktop
CUST003976,2026-02-10,Meta Ads,Prospecting - Broad,West,Mobile
