session_id,session_date,journey_id,customer_id,source,medium,campaign,utm_source,utm_medium,utm_campaign,device,landing_page,touch_position,touch_count,viewed_product,added_to_cart,began_checkout,is_purchase,transaction_id,revenue_ga4
SESS0028981,2026-07-23,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Desktop,/products/mineral-sunscreen-spf-40,1,1,False,False,False,False,,
SESS0028982,2026-05-29,,,Direct,(none),(direct),,(none),,Mobile,/collections/all,1,1,True,True,False,False,,
SESS0028983,2025-12-31,,,Direct,(none),(direct),,(none),,Desktop,/products/glow-ritual-bundle,1,1,True,True,True,False,,
SESS0028984,2026-02-24,,,Direct,(none),(direct),,(none),,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0028985,2026-06-28,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Mobile,/products/daily-barrier-moisturizer,1,1,False,False,False,False,,
SESS0028986,2025-10-18,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/collections/all,1,1,True,True,False,False,,
SESS0028987,2026-08-01,,,Direct,(none),(direct),,(none),,Mobile,/pages/about,1,1,True,True,False,False,,
SESS0028988,2025-12-21,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/retinol-renewal-serum,1,1,True,False,False,False,,
SESS0028989,2025-10-06,,,Organic Search,organic,(organic),,organic,,Desktop,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0028990,2026-03-23,,,Organic Search,organic,(organic),,organic,,Desktop,/pages/about,1,1,False,False,False,False,,
SESS0028991,2026-09-03,,,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/pages/about,1,1,True,False,False,False,,
SESS0028992,2025-09-19,,,Direct,(none),(direct),,(none),,Desktop,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0028993,2026-05-27,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Tablet,/,1,1,True,True,True,False,,
SESS0028994,2026-03-08,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0028995,2026-07-18,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/pages/about,1,1,True,False,False,False,,
SESS0028996,2026-08-30,,,Organic Search,organic,(organic),,organic,,Desktop,/,1,1,True,True,True,False,,
SESS0028997,2026-08-31,,,Organic Search,organic,(organic),,organic,,Desktop,/,1,1,True,True,False,False,,
SESS0028998,2026-05-02,,,Organic Search,organic,(organic),,organic,,Desktop,/products/vitamin-c-serum,1,1,True,True,True,False,,
SESS0028999,2026-03-16,,,Organic Search,organic,(organic),,organic,,Mobile,/collections/all,1,1,True,True,True,False,,
SESS0029000,2025-10-25,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,,Desktop,/,1,1,True,False,False,False,,
SESS0029001,2026-07-21,,,Organic Search,organic,(organic),,organic,,Mobile,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029002,2026-09-01,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
SESS0029003,2025-09-27,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029004,2026-01-01,,,Organic Search,organic,(organic),,organic,,Mobile,/,1,1,True,False,False,False,,
SESS0029005,2025-11-21,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Desktop,/pages/about,1,1,True,True,True,False,,
SESS0029006,2026-06-23,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Mobile,/products/retinol-renewal-serum,1,1,True,False,False,False,,
SESS0029007,2025-09-25,,,Direct,(none),(direct),,(none),,Desktop,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029008,2026-02-21,,,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Desktop,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029009,2026-04-26,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Tablet,/collections/skincare-sets,1,1,True,True,False,False,,
SESS0029010,2026-06-08,,,Direct,(none),(direct),,(none),,Mobile,/pages/about,1,1,True,True,True,False,,
SESS0029011,2026-05-30,,,Direct,(none),(direct),,(none),,Desktop,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029012,2026-01-09,,,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029013,2025-10-12,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,,Mobile,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029014,2025-09-25,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029015,2026-01-25,,,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Mobile,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029016,2026-01-27,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,,Desktop,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029017,2026-01-04,,,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029018,2026-04-04,,,Organic Search,organic,(organic),,organic,,Desktop,/products/glow-ritual-bundle,1,1,True,True,False,False,,
SESS0029019,2026-09-13,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/retinol-renewal-serum,1,1,True,True,True,False,,
SESS0029020,2026-05-07,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029021,2025-09-22,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029022,2026-02-26,,,Direct,(none),(direct),,(none),,Desktop,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029023,2026-06-04,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029024,2026-02-12,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/products/mineral-sunscreen-spf-40,1,1,False,False,False,False,,
SESS0029025,2026-07-26,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029026,2025-11-17,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029027,2026-07-11,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029028,2026-05-23,,,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Desktop,/collections/skincare-sets,1,1,True,True,False,False,,
SESS0029029,2026-04-19,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Desktop,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029030,2026-08-08,,,Organic Search,organic,(organic),,organic,,Desktop,/products/retinol-renewal-serum,1,1,True,False,False,False,,
SESS0029031,2025-12-04,,,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Desktop,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029032,2025-12-21,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029033,2026-08-30,,,Organic Search,organic,(organic),,organic,,Desktop,/,1,1,True,False,False,False,,
SESS0029034,2026-01-15,,,Direct,(none),(direct),,(none),,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029035,2026-02-14,,,Organic Search,organic,(organic),,organic,,Mobile,/collections/skincare-sets,1,1,True,True,False,False,,
SESS0029036,2026-04-26,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Tablet,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029037,2026-06-06,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029038,2026-05-29,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/products/mineral-sunscreen-spf-40,1,1,False,False,False,False,,
SESS0029039,2026-02-28,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
SESS0029040,2025-10-27,,,Organic Search,organic,(organic),,organic,,Desktop,/collections/bestsellers,1,1,True,True,False,False,,
SESS0029041,2026-02-28,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Desktop,/products/daily-barrier-moisturizer,1,1,False,False,False,False,,
SESS0029042,2025-12-07,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,,Desktop,/pages/about,1,1,False,False,False,False,,
SESS0029043,2026-03-27,,,Direct,(none),(direct),,(none),,Desktop,/pages/about,1,1,True,False,False,False,,
SESS0029044,2026-04-01,,,Direct,(none),(direct),,(none),,Desktop,/collections/bestsellers,1,1,True,True,True,False,,
SESS0029045,2025-10-31,,,Email/SMS,email,Flow - Welcome Series,email/sms,email,Flow - Welcome Series,Desktop,/,1,1,True,True,False,False,,
SESS0029046,2026-03-13,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Desktop,/pages/about,1,1,True,True,True,False,,
SESS0029047,2025-12-09,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/,1,1,True,False,False,False,,
SESS0029048,2026-03-28,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/pages/about,1,1,True,True,False,False,,
SESS0029049,2026-07-17,,,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029050,2026-01-08,,,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Desktop,/,1,1,True,False,False,False,,
SESS0029051,2025-12-18,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Mobile,/collections/skincare-sets,1,1,True,True,True,False,,
SESS0029052,2026-05-04,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029053,2025-11-26,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029054,2025-10-10,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Tablet,/products/mineral-sunscreen-spf-40,1,1,False,False,False,False,,
SESS0029055,2026-04-24,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/pages/about,1,1,False,False,False,False,,
SESS0029056,2026-05-13,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Desktop,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029057,2026-09-11,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/,1,1,False,False,False,False,,
SESS0029058,2026-05-27,,,Organic Search,organic,(organic),,organic,,Mobile,/,1,1,True,True,False,False,,
SESS0029059,2026-06-22,,,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029060,2026-04-30,,,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Desktop,/products/retinol-renewal-serum,1,1,True,True,True,False,,
SESS0029061,2026-08-31,,,Email/SMS,email,Flow - Abandoned Cart,email/sms,email,Flow - Abandoned Cart,Desktop,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029062,2026-01-11,,,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029063,2025-11-17,,,Direct,(none),(direct),,(none),,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029064,2025-10-19,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Desktop,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029065,2026-07-31,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Tablet,/products/vitamin-c-serum,1,1,True,True,True,False,,
SESS0029066,2026-06-10,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/collections/skincare-sets,1,1,True,True,False,False,,
SESS0029067,2026-01-01,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029068,2026-07-31,,,Organic Search,organic,(organic),,organic,,Desktop,/pages/about,1,1,True,False,False,False,,
SESS0029069,2025-09-25,,,Email/SMS,email,Campaign - Monthly Newsletter,email/sms,email,Campaign - Monthly Newsletter,Mobile,/,1,1,True,True,False,False,,
SESS0029070,2026-06-06,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029071,2026-05-16,,,Organic Search,organic,(organic),,organic,,Mobile,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029072,2026-05-26,,,Organic Search,organic,(organic),,organic,,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,True,False,False,,
SESS0029073,2026-09-12,,,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,True,False,,
SESS0029074,2025-11-18,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029075,2025-11-26,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
SESS0029076,2026-03-27,,,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029077,2026-05-31,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029078,2026-04-06,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029079,2026-03-01,,,Organic Search,organic,(organic),,organic,,Mobile,/,1,1,True,True,True,False,,
SESS0029080,2026-06-23,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/collections/all,1,1,False,False,False,False,,
SESS0029081,2025-11-29,,,Organic Search,organic,(organic),,organic,,Desktop,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029082,2026-07-10,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0029083,2025-10-08,,,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029084,2026-01-20,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029085,2026-06-03,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029086,2026-01-20,,,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,1,True,True,True,False,,
SESS0029087,2025-11-11,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Mobile,/collections/all,1,1,True,False,False,False,,
SESS0029088,2025-11-24,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Desktop,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029089,2025-10-15,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,Retargeting - Engaged 30d,Desktop,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029090,2026-05-20,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029091,2026-02-19,,,Organic Search,organic,(organic),,organic,,Desktop,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029092,2026-09-04,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Desktop,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029093,2026-03-28,,,Direct,(none),(direct),,(none),,Mobile,/products/retinol-renewal-serum,1,1,True,False,False,False,,
SESS0029094,2026-01-05,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Desktop,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029095,2025-10-27,,,Direct,(none),(direct),,(none),,Mobile,/products/retinol-renewal-serum,1,1,True,False,False,False,,
SESS0029096,2026-04-04,,,Organic Search,organic,(organic),,organic,,Desktop,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029097,2025-10-22,,,Direct,(none),(direct),,(none),,Desktop,/products/daily-barrier-moisturizer,1,1,True,True,True,False,,
SESS0029098,2026-09-08,,,Direct,(none),(direct),,(none),,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
SESS0029099,2025-11-07,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/collections/all,1,1,False,False,False,False,,
SESS0029100,2026-06-11,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0029101,2026-01-07,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Mobile,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029102,2026-07-18,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,,Mobile,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029103,2025-11-09,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029104,2025-09-26,,,Direct,(none),(direct),,(none),,Mobile,/collections/bestsellers,1,1,True,True,False,False,,
SESS0029105,2026-08-12,,,Email/SMS,email,Flow - Post Purchase Winback,email/sms,email,Flow - Post Purchase Winback,Tablet,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029106,2026-04-21,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/pages/about,1,1,False,False,False,False,,
SESS0029107,2026-04-09,,,Organic Search,organic,(organic),,organic,,Mobile,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0029108,2026-04-18,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/all,1,1,True,True,False,False,,
SESS0029109,2025-11-29,,,Direct,(none),(direct),,(none),,Desktop,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029110,2026-08-13,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/all,1,1,True,False,False,False,,
SESS0029111,2026-05-14,,,Direct,(none),(direct),,(none),,Mobile,/,1,1,True,False,False,False,,
SESS0029112,2026-02-08,,,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029113,2026-01-04,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Desktop,/collections/all,1,1,True,False,False,False,,
SESS0029114,2026-02-22,,,Organic Search,organic,(organic),,organic,,Tablet,/collections/all,1,1,True,False,False,False,,
SESS0029115,2025-10-09,,,Organic Social,social,(organic social),organic_social,social,(organic social),Mobile,/collections/all,1,1,True,False,False,False,,
SESS0029116,2026-05-13,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029117,2025-12-28,,,Organic Search,organic,(organic),,organic,,Mobile,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029118,2026-09-09,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Mobile,/collections/bestsellers,1,1,True,False,False,False,,
SESS0029119,2026-04-14,,,Organic Search,organic,(organic),,organic,,Desktop,/pages/about,1,1,True,True,False,False,,
SESS0029120,2026-01-07,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,,Desktop,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029121,2026-05-08,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,False,False,False,,
SESS0029122,2026-08-11,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Desktop,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029123,2025-12-28,,,Direct,(none),(direct),,(none),,Desktop,/products/vitamin-c-serum,1,1,False,False,False,False,,
SESS0029124,2026-03-28,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,Retargeting - Cart Abandon,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029125,2026-03-08,,,Direct,(none),(direct),,(none),,Desktop,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029126,2026-04-02,,,Meta Ads,paid_social,Retargeting - Engaged 30d,meta_ads,paid_social,,Mobile,/collections/all,1,1,False,False,False,False,,
SESS0029127,2026-07-03,,,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029128,2025-11-21,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/,1,1,True,True,False,False,,
SESS0029129,2026-02-20,,,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,,Mobile,/pages/about,1,1,True,False,False,False,,
SESS0029130,2025-12-22,,,Google Ads,cpc,Search - Brand,google_ads,cpc,Search - Brand,Mobile,/products/vitamin-c-serum,1,1,True,True,True,False,,
SESS0029131,2025-11-23,,,Organic Search,organic,(organic),,organic,,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
SESS0029132,2026-06-21,,,Meta Ads,paid_social,Prospecting - Lookalike 1%,meta_ads,paid_social,Prospecting - Lookalike 1%,Desktop,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0029133,2026-03-24,,,Direct,(none),(direct),,(none),,Mobile,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029134,2026-09-06,,,Organic Search,organic,(organic),,organic,,Desktop,/products/daily-barrier-moisturizer,1,1,True,False,False,False,,
SESS0029135,2025-09-27,,,Organic Search,organic,(organic),,organic,,Mobile,/products/retinol-renewal-serum,1,1,True,True,False,False,,
SESS0029136,2026-02-01,,,Direct,(none),(direct),,(none),,Desktop,/collections/skincare-sets,1,1,True,False,False,False,,
SESS0029137,2026-09-11,,,Google Ads,cpc,PMax - Skincare Prospecting,google_ads,cpc,PMax - Skincare Prospecting,Mobile,/pages/about,1,1,False,False,False,False,,
SESS0029138,2026-09-11,,,Direct,(none),(direct),,(none),,Mobile,/products/mineral-sunscreen-spf-40,1,1,True,True,True,False,,
SESS0029139,2026-01-13,,,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/pages/about,1,1,False,False,False,False,,
SESS0029140,2025-11-13,,,Direct,(none),(direct),,(none),,Mobile,/products/glow-ritual-bundle,1,1,True,True,False,False,,
SESS0029141,2026-08-14,,,Google Ads,cpc,Search - Nonbrand Skincare,google_ads,cpc,Search - Nonbrand Skincare,Mobile,/collections/skincare-sets,1,1,False,False,False,False,,
SESS0029142,2025-11-21,,,Organic Search,organic,(organic),,organic,,Mobile,/collections/bestsellers,1,1,True,True,False,False,,
SESS0029143,2025-11-12,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029144,2026-02-24,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Mobile,/products/retinol-renewal-serum,1,1,True,True,True,False,,
SESS0029145,2026-06-14,,,Organic Search,organic,(organic),,organic,,Desktop,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029146,2026-01-08,,,Meta Ads,paid_social,Retargeting - Cart Abandon,meta_ads,paid_social,,Desktop,/,1,1,False,False,False,False,,
SESS0029147,2026-05-14,,,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029148,2026-02-25,,,Organic Search,organic,(organic),,organic,,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029149,2025-12-02,,,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,True,False,False,False,,
SESS0029150,2026-05-16,,,Organic Social,social,(organic social),organic_social,social,,Mobile,/products/vitamin-c-serum,1,1,True,False,False,False,,
SESS0029151,2026-02-23,,,Direct,(none),(direct),,(none),,Mobile,/pages/about,1,1,True,True,True,False,,
SESS0029152,2026-01-05,,,Direct,(none),(direct),,(none),,Tablet,/products/retinol-renewal-serum,1,1,False,False,False,False,,
SESS0029153,2026-06-03,,,Organic Social,social,(organic social),organic_social,social,(organic social),Desktop,/collections/bestsellers,1,1,False,False,False,False,,
SESS0029154,2025-09-21,,,Meta Ads,paid_social,Prospecting - Broad,meta_ads,paid_social,Prospecting - Broad,Mobile,/products/daily-barrier-moisturizer,1,1,False,False,False,False,,
SESS0029155,2026-04-04,,,Organic Search,organic,(organic),,organic,,Mobile,/pages/about,1,1,False,False,False,False,,
SESS0029156,2026-02-16,,,Direct,(none),(direct),,(none),,Mobile,/products/vitamin-c-serum,1,1,True,True,True,False,,
SESS0029157,2025-12-25,,,Direct,(none),(direct),,(none),,Desktop,/products/retinol-renewal-serum,1,1,True,True,True,False,,
SESS0029158,2025-09-19,,,Organic Search,organic,(organic),,organic,,Mobile,/products/glow-ritual-bundle,1,1,False,False,False,False,,
SESS0029159,2026-03-10,,,Google Ads,cpc,Shopping - Bestsellers,google_ads,cpc,Shopping - Bestsellers,Desktop,/collections/all,1,1,False,False,False,False,,
SESS0029160,2026-03-23,,,Direct,(none),(direct),,(none),,Mobile,/products/daily-barrier-moisturizer,1,1,True,True,False,False,,
